Label,Notation,Parent Notation,Sort Priority
All,all,,1.0
Cavity Uninsulated,cavity-uninsulated,,2.0
Cavity with Insulation,cavity-with-insulation,,3.0
Solid Uninsulated,solid-uninsulated,,4.0
Solid with Insulation,solid-with-insulation,,5.0
Other,other2,,6.0
All,all-households,,7.0
all,all,,
cavity-uninsulated,cavity-uninsulated,,
cavity-with-insulation,cavity-with-insulation,,
solid-uninsulated,solid-uninsulated,,
solid-with-insulation,solid-with-insulation,,
other2,other2,,
all-households,all-households,,
